Date,Latitude,Longitude,alt,WS2M,T2MDEW,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,FROST,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,COUNT,AREA
20000217,40.7128,-74.006,33,5.53,-6.46,20.45,13.58,1.86,-1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000218,40.7128,-74.006,33,3.55,-1.13,22.98,2.42,4.01,-0.69,0,1,0,0,1,0,0,1,1,1,0,0,1,6,0.461538462
20000219,40.7128,-74.006,33,3.75,-0.28,25.91,3.6,1.43,-0.27,0,1,0,0,1,1,0,1,1,1,0,0,1,7,0.538461538
20000220,40.7128,-74.006,33,4.96,-2.31,22.76,12.65,3.14,-1.99,0,1,0,0,1,1,0,1,1,1,0,0,1,7,0.538461538
20000221,40.7128,-74.006,33,3.68,-2.66,19.15,14.09,4.01,-1.5,0,1,0,0,1,1,0,1,0,1,0,0,1,6,0.461538462
20000222,40.7128,-74.006,33,2.75,-0.28,21.63,16.14,5.78,-0.17,0,1,0,0,1,1,0,1,1,1,0,0,1,7,0.538461538
20000223,40.7128,-74.006,33,2.5,4.4,23.88,12.52,8.12,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000224,40.7128,-74.006,33,2.93,5.5,25.86,12.81,10.15,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000225,40.7128,-74.006,33,3.2,5.2,28.43,5.17,6.91,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000226,40.7128,-74.006,33,3.76,3.34,26.66,5.51,5.34,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000227,40.7128,-74.006,33,3.48,5.61,28.27,6.21,7.97,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000228,40.7128,-74.006,33,5.77,3.15,27.56,9.71,8.46,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000229,40.7128,-74.006,33,5.5,-0.2,21.92,17.42,8.72,0.9,0,0,0,0,1,0,0,1,1,1,0,0,1,5,0.384615385
20000301,40.7128,-74.006,33,2.83,1.04,26.18,9.14,6.08,0.48,0,1,0,0,0,1,0,1,0,1,0,0,0,4,0.307692308
20000302,40.7128,-74.006,33,6.18,0.32,27.26,8.08,6.77,0.82,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0.230769231
20000303,40.7128,-74.006,33,7.3,-2.35,23.74,16.79,6.03,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000304,40.7128,-74.006,33,4.1,-1.1,22.21,18.07,7.64,-0.46,0,1,0,0,1,0,0,1,1,0,0,0,1,5,0.384615385
20000305,40.7128,-74.006,33,4.23,1.15,26.61,17.37,8.92,1.73,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0.230769231
20000306,40.7128,-74.006,33,4.29,0.32,25.89,17.85,8.64,1.14,0,1,0,0,1,0,0,1,1,1,0,0,1,6,0.461538462
20000307,40.7128,-74.006,33,3.18,2.02,27.17,17.07,11.04,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000308,40.7128,-74.006,33,2.37,6.26,28.38,15.97,10.38,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000309,40.7128,-74.006,33,3.2,9.08,28.09,13.01,13.89,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000310,40.7128,-74.006,33,3.45,5.36,28.21,11.94,10.97,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000311,40.7128,-74.006,33,5.77,5.29,27.57,2.3,8.51,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000312,40.7128,-74.006,33,6.1,4.8,28.2,5.32,10.04,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000313,40.7128,-74.006,33,3.61,-1.47,23.02,18.47,6.89,0.08,0,1,0,0,1,0,0,1,1,0,0,0,1,5,0.384615385
20000314,40.7128,-74.006,33,4.47,2.25,24.94,18.12,8.03,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000315,40.7128,-74.006,33,5.02,4.76,25.42,18.16,12.06,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000316,40.7128,-74.006,33,4.44,7.84,28.31,8.73,12.02,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000317,40.7128,-74.006,33,7.59,1.05,26.99,3.42,9.94,-1.18,0,1,0,0,0,1,0,1,0,1,0,0,1,5,0.384615385
20000318,40.7128,-74.006,33,5.11,-6.39,21.47,20.32,1.65,-3.87,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.076923077
20000319,40.7128,-74.006,33,3.85,-2.12,25.71,18.62,3.54,-0.16,0,1,0,0,0,0,0,1,0,1,0,0,1,4,0.307692308
20000320,40.7128,-74.006,33,5.75,1.49,26.81,13.3,5.9,1.53,0,1,0,0,0,0,0,1,0,1,0,0,1,4,0.307692308
20000321,40.7128,-74.006,33,7.57,3.09,27.19,2.77,5.96,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000322,40.7128,-74.006,33,5.57,3.73,28.41,9.25,7.2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000323,40.7128,-74.006,33,2.26,3.43,24.74,21.33,10.17,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000324,40.7128,-74.006,33,2.72,4.86,23.04,21.4,15.33,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000325,40.7128,-74.006,33,4.63,5.84,28.45,13.55,10.66,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000326,40.7128,-74.006,33,3.63,5.14,26.66,18.29,12.21,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000327,40.7128,-74.006,33,4.21,5.41,25.77,16.73,9.43,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000328,40.7128,-74.006,33,5.5,6.49,29.21,13.99,10.91,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000329,40.7128,-74.006,33,5.55,4.45,26.42,12.96,10.42,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000330,40.7128,-74.006,33,3.16,3.96,25.27,15.93,10.42,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000331,40.7128,-74.006,33,3.31,2.69,22.79,21.37,10.58,2.28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.076923077
20000401,40.7128,-74.006,33,3.08,3.44,23.16,21.79,11.58,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000402,40.7128,-74.006,33,5.49,7.94,28.53,10.25,12.15,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000403,40.7128,-74.006,33,3.45,10.88,29.26,8.44,13.32,9.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000404,40.7128,-74.006,33,6.26,10.17,29.7,3.64,14.5,8.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000405,40.7128,-74.006,33,6.27,0.62,26.85,12.91,7.62,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000406,40.7128,-74.006,33,4.4,5.84,26.58,18.42,14.09,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000407,40.7128,-74.006,33,2.81,5.72,27.64,16.04,11.68,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000408,40.7128,-74.006,33,7.34,9.72,27.25,23.94,14.13,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000409,40.7128,-74.006,33,8.57,0.38,24.15,8.98,7.74,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000410,40.7128,-74.006,33,5.04,1.14,23.38,20.37,9.5,2.67,0,1,0,0,1,0,0,1,0,1,0,0,1,5,0.384615385
20000411,40.7128,-74.006,33,4.18,3.31,25.1,6.76,7.03,3.17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.076923077
20000412,40.7128,-74.006,33,5.34,2.16,23.52,21.91,9.33,3.14,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.153846154
20000413,40.7128,-74.006,33,3.57,-2.62,22.43,25.48,7.22,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000414,40.7128,-74.006,33,2.7,1.67,23.99,25.3,8.9,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000415,40.7128,-74.006,33,2.38,9.83,29.16,8.22,12.46,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000416,40.7128,-74.006,33,2.25,12.13,31.31,14.24,18.91,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000417,40.7128,-74.006,33,6.82,5.87,27.45,2.76,9.61,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000418,40.7128,-74.006,33,8.82,4.93,27.68,6.35,7.65,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000419,40.7128,-74.006,33,5.54,6.63,27.8,16.19,12.39,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000420,40.7128,-74.006,33,3.38,6.84,28.54,13.74,11.91,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000421,40.7128,-74.006,33,6.11,8.72,28.93,2.03,10.08,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000422,40.7128,-74.006,33,3.68,7.74,28.86,8.2,10.33,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000423,40.7128,-74.006,33,5.33,5.68,29.87,6.75,9.81,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000424,40.7128,-74.006,33,3.97,6.34,25.65,24.95,14.84,5.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000425,40.7128,-74.006,33,6.2,4.97,28.27,13.57,9.28,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000426,40.7128,-74.006,33,5.06,3.01,28.36,17.39,8.09,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000427,40.7128,-74.006,33,2.59,3.51,29.23,8.12,9.05,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000428,40.7128,-74.006,33,2.64,6.74,30.74,11.53,12.04,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000429,40.7128,-74.006,33,3.13,6.88,25.24,25.21,13.78,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000430,40.7128,-74.006,33,4.84,5.18,27.32,26.4,13.86,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000501,40.7128,-74.006,33,4.18,5.96,28.22,20.18,12.45,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000502,40.7128,-74.006,33,2.93,9.53,30.81,19.84,15.48,10.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000503,40.7128,-74.006,33,3.39,8.09,28.46,27.04,13.29,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000504,40.7128,-74.006,33,4.54,9.8,30.05,24.79,14.35,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000505,40.7128,-74.006,33,3.01,14.23,33.84,19.65,21.88,11.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000506,40.7128,-74.006,33,1.83,15.8,32.85,22.1,23.28,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000507,40.7128,-74.006,33,2.57,16.64,32.36,24.78,23.58,15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000508,40.7128,-74.006,33,2.63,16.47,33.22,23.19,23.23,16.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000509,40.7128,-74.006,33,4.04,17.21,32.56,25.28,23.03,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000510,40.7128,-74.006,33,4.79,13.11,32.56,7.08,17.27,11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000511,40.7128,-74.006,33,3.64,10.51,30.87,23.12,18.13,11.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000512,40.7128,-74.006,33,3.21,11.94,32.97,13.97,15.37,12.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000513,40.7128,-74.006,33,2.46,13.11,32.22,18.67,16.14,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000514,40.7128,-74.006,33,2.97,10.5,28.43,27.18,17.84,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000515,40.7128,-74.006,33,2.53,7.74,25.1,26.42,15.74,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000516,40.7128,-74.006,33,2.74,7.97,26.14,25.51,16.31,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000517,40.7128,-74.006,33,3.49,11.69,30.65,21.48,16.51,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000518,40.7128,-74.006,33,6.07,15.34,31.79,13.78,19.09,13.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000519,40.7128,-74.006,33,5.35,11.14,30.91,3.21,15.53,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000520,40.7128,-74.006,33,4.2,8.52,27.07,3.97,11.38,9.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000521,40.7128,-74.006,33,2.3,10.17,29.6,5.92,13.01,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000522,40.7128,-74.006,33,3.46,10.38,29.94,5.04,12.44,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000523,40.7128,-74.006,33,3.66,11.96,31.05,8.79,16.1,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000524,40.7128,-74.006,33,3.12,14.97,31.38,21.94,20.71,13.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000525,40.7128,-74.006,33,3.71,13.46,28.67,20.67,19.55,14.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000526,40.7128,-74.006,33,3.05,11.69,26.98,29.2,19.83,13.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000527,40.7128,-74.006,33,2.7,11.73,28.8,10.73,17.46,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000528,40.7128,-74.006,33,3.2,10.75,29.63,17.24,16.18,12.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000529,40.7128,-74.006,33,5.3,9.78,29.97,15.69,15.11,10.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000530,40.7128,-74.006,33,5.08,9.51,28.7,18.03,14.53,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000531,40.7128,-74.006,33,2.42,11.13,29.99,26.1,15.98,10.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000601,40.7128,-74.006,33,2.66,15.25,33.33,22.9,22.45,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000602,40.7128,-74.006,33,3.06,17.74,33.99,24.43,23.91,16.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000603,40.7128,-74.006,33,3.23,12.46,30.15,29.09,19.92,15.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000604,40.7128,-74.006,33,2.33,11.54,32.21,22.72,18.46,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000605,40.7128,-74.006,33,5.45,12.03,32.07,11.19,16.65,13.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000606,40.7128,-74.006,33,6.5,12.72,31.68,3.89,15.48,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000607,40.7128,-74.006,33,4.15,10.32,32.26,25,19.78,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000608,40.7128,-74.006,33,2.91,13.6,34.52,21.4,20.17,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000609,40.7128,-74.006,33,4.27,16.38,34.12,26.63,23.5,15.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000610,40.7128,-74.006,33,3.89,17.87,31.99,27.95,25.47,18.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000611,40.7128,-74.006,33,3.39,19.11,33.77,26.61,26.15,18.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000612,40.7128,-74.006,33,3.44,16.75,34.64,8.36,21.78,14.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000613,40.7128,-74.006,33,4.66,11.96,34,4.51,15.37,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000614,40.7128,-74.006,33,4.18,12.23,34.08,5.99,15.47,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000615,40.7128,-74.006,33,3.65,17.22,34.74,10.12,21.68,14.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000616,40.7128,-74.006,33,4.18,19.36,34.88,20.47,23.03,18.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000617,40.7128,-74.006,33,3.65,19.7,35.08,22.53,25.18,19.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000618,40.7128,-74.006,33,2.24,16.98,34.56,7,19.71,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000619,40.7128,-74.006,33,1.75,16.25,32.09,10.13,21.49,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000620,40.7128,-74.006,33,2.13,15.49,31.38,27.45,25,15.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000621,40.7128,-74.006,33,5.66,17.72,34.95,16.83,22.18,17.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000622,40.7128,-74.006,33,3.95,19.03,34.68,17.25,23.96,19.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000623,40.7128,-74.006,33,1.83,16.17,30.2,27.78,25.59,18.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000624,40.7128,-74.006,33,2.24,17.5,31.95,22.49,23.68,18.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000625,40.7128,-74.006,33,4.99,19.88,35.09,24.03,24.4,19.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000626,40.7128,-74.006,33,3.83,20.79,35.45,22.72,25.25,20.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000627,40.7128,-74.006,33,3.1,20.33,34.61,19.03,26.18,20.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000628,40.7128,-74.006,33,2.38,17.1,34.3,18.34,23.13,19.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000629,40.7128,-74.006,33,2.53,17.02,31.61,16.22,21.17,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000630,40.7128,-74.006,33,2.7,15.97,31.06,26.47,24.04,17.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000701,40.7128,-74.006,33,2.26,15.08,29.9,28.64,24.86,17.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000702,40.7128,-74.006,33,2.87,16.4,29.03,28.96,26.34,18.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000703,40.7128,-74.006,33,3.67,19.19,33.51,15.9,25.34,19.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000704,40.7128,-74.006,33,2.84,20.43,35.91,20.24,25.81,20.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000705,40.7128,-74.006,33,2.69,16.79,30.19,29.22,27.27,19.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000706,40.7128,-74.006,33,2.53,13.42,30.22,26.87,23.71,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000707,40.7128,-74.006,33,4.44,12.9,30.32,26.84,23.87,17.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000708,40.7128,-74.006,33,3.18,12.92,28.83,28.4,24.44,16.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000709,40.7128,-74.006,33,5.1,17.17,32.43,20.43,24.95,17.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
