Date,Latitude,Longitude,alt,WS2M,T2MDEW,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,FROST,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,COUNT,AREA
20000202,35.7796,-78.6382,315,0.63,-5.18,16.84,15.06,0.97,-8.19,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1
20000203,35.7796,-78.6382,315,0.59,-3.67,18.72,14.31,3.07,-8.76,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1
20000204,35.7796,-78.6382,315,0.49,-0.57,22.22,11.76,8.12,-2.76,1,1,1,1,1,1,0,1,1,1,0,0,1,10,0.769230769
20000205,35.7796,-78.6382,315,0.56,-3.1,18.98,15.9,6.12,-3.37,1,1,1,1,0,1,1,0,1,1,1,1,0,10,0.769230769
20000206,35.7796,-78.6382,315,0.43,-3.52,21.34,15.71,7.53,-3.01,0,0,0,1,0,0,1,0,1,0,1,0,0,4,0.307692308
20000207,35.7796,-78.6382,315,0.61,-0.75,21.45,16.13,11.26,-2.27,1,1,1,0,1,1,0,1,1,1,0,1,1,10,0.769230769
20000208,35.7796,-78.6382,315,0.54,-0.53,22.04,12.95,7.79,-2.12,1,1,1,0,1,1,0,1,0,1,0,1,1,9,0.692307692
20000209,35.7796,-78.6382,315,0.44,0.25,20.57,12.24,13,-3.58,0,1,0,0,0,1,0,1,0,1,0,0,0,4,0.307692308
20000210,35.7796,-78.6382,315,0.37,2.83,22.95,14.92,16.86,-1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000211,35.7796,-78.6382,315,0.56,8.43,28.04,12.72,18.61,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000212,35.7796,-78.6382,315,0.69,0.31,25.92,1.89,5.46,-2.38,0,1,0,0,0,1,0,1,0,1,0,0,0,4,0.307692308
20000213,35.7796,-78.6382,315,0.42,-0.69,22.15,4.76,4.52,-3.48,1,1,1,0,1,1,0,1,1,1,0,0,1,9,0.692307692
20000214,35.7796,-78.6382,315,0.78,10.7,29.71,9.55,15.32,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000215,35.7796,-78.6382,315,0.53,0.12,21.18,16.95,11.16,0.02,0,1,0,0,1,1,0,1,0,1,0,0,1,6,0.461538462
20000216,35.7796,-78.6382,315,0.68,6.37,25.64,13.54,16.42,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000217,35.7796,-78.6382,315,0.64,-0.14,21.28,16.33,9.06,0.35,0,0,0,0,0,1,0,1,0,1,0,1,0,4,0.307692308
20000218,35.7796,-78.6382,315,0.62,5.05,28.13,4.88,11.6,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000219,35.7796,-78.6382,315,0.86,9.81,29.1,9.75,18.74,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000220,35.7796,-78.6382,315,0.55,-0.9,21.2,17.87,10.26,-1.79,1,1,0,0,1,1,0,1,1,1,0,0,1,8,0.615384615
20000221,35.7796,-78.6382,315,0.45,-1.8,24.07,18.28,10.16,-3.66,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1
20000222,35.7796,-78.6382,315,0.4,-0.29,24.57,17.77,12.18,-1.81,1,1,0,0,1,1,0,1,1,1,0,0,1,8,0.615384615
20000223,35.7796,-78.6382,315,0.38,4.18,26.46,15.8,16.2,-0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000224,35.7796,-78.6382,315,0.46,10.39,27.37,14.5,19.6,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000225,35.7796,-78.6382,315,0.37,12.25,26.75,17.64,23.85,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000226,35.7796,-78.6382,315,0.41,12.38,28.13,16.6,22.06,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000227,35.7796,-78.6382,315,0.59,13.52,30.4,11.58,20.36,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000228,35.7796,-78.6382,315,0.64,4.5,26.03,19.13,14.98,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000229,35.7796,-78.6382,315,0.43,0.7,27.21,18.94,16.91,0.26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.076923077
20000301,35.7796,-78.6382,315,0.57,8.74,26.57,16.39,20.14,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000302,35.7796,-78.6382,315,0.65,4.85,24.47,18.42,14.74,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000303,35.7796,-78.6382,315,0.47,0.7,27.03,16.32,13.59,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000304,35.7796,-78.6382,315,0.54,3.21,29.55,5.11,13.46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000305,35.7796,-78.6382,315,0.5,4.46,27.13,20.07,17.89,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000306,35.7796,-78.6382,315,0.58,5.78,27.24,20.08,19.18,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000307,35.7796,-78.6382,315,0.39,8.44,28.85,20.15,21.06,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000308,35.7796,-78.6382,315,0.45,12.05,27.94,20.35,26.99,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000309,35.7796,-78.6382,315,0.65,14.4,30.12,16.11,24.25,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000310,35.7796,-78.6382,315,0.4,13.12,31.2,18.28,24.68,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000311,35.7796,-78.6382,315,0.72,15.6,31.69,17.12,21.96,14.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000312,35.7796,-78.6382,315,0.88,3.63,27.79,18.46,16.78,0.84,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.076923077
20000313,35.7796,-78.6382,315,0.37,-2.15,25.1,20.83,11.93,-2.63,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1
20000314,35.7796,-78.6382,315,0.42,0.68,25.51,21.01,16.43,-0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000315,35.7796,-78.6382,315,0.36,5.65,27.9,19.85,19.46,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000316,35.7796,-78.6382,315,0.54,14,31.69,7.8,19.93,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000317,35.7796,-78.6382,315,0.8,7.42,26.93,17.19,17.43,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000318,35.7796,-78.6382,315,0.54,-3.51,22.21,21.71,9.24,-2.17,0,0,1,0,0,0,1,0,0,0,1,1,0,4,0.307692308
20000319,35.7796,-78.6382,315,0.52,3.65,28.48,14.1,12.18,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000320,35.7796,-78.6382,315,0.97,8.6,30.33,4.99,13.63,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000321,35.7796,-78.6382,315,0.61,6.53,26.18,11.28,13.38,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000322,35.7796,-78.6382,315,0.75,4.14,27.4,8.4,12.75,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000323,35.7796,-78.6382,315,0.52,6.34,23.14,18.22,16.89,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000324,35.7796,-78.6382,315,0.4,7.73,22.34,23.35,20.66,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000325,35.7796,-78.6382,315,0.49,11.36,27.25,23.4,22.99,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000326,35.7796,-78.6382,315,0.61,8.24,28.94,23.38,20.1,11.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000327,35.7796,-78.6382,315,0.56,12.52,28.88,7.9,20.09,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000328,35.7796,-78.6382,315,0.66,5.62,26.39,18.42,18.79,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000329,35.7796,-78.6382,315,0.41,2.35,23.3,21.9,15.29,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000330,35.7796,-78.6382,315,0.3,8.73,30.62,8.82,19.5,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000331,35.7796,-78.6382,315,0.5,5.53,22.21,24.56,18.22,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000401,35.7796,-78.6382,315,0.36,6.23,24.79,24.34,21.47,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000402,35.7796,-78.6382,315,0.51,12.12,31.47,8.2,20.92,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000403,35.7796,-78.6382,315,0.67,17.05,32.91,17.14,24.98,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000404,35.7796,-78.6382,315,0.8,10.19,31.35,6.21,19.94,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000405,35.7796,-78.6382,315,0.51,0.49,26.02,24.58,14.29,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000406,35.7796,-78.6382,315,0.53,9.04,26.53,25.09,23.43,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000407,35.7796,-78.6382,315,0.41,13.71,26.66,25.13,25.93,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000408,35.7796,-78.6382,315,0.77,9.52,27.5,16.1,22.21,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000409,35.7796,-78.6382,315,0.68,-1.15,23.76,26.4,14.55,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000410,35.7796,-78.6382,315,0.35,6,24.33,25.54,21.02,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000411,35.7796,-78.6382,315,0.46,10.71,30.44,22.68,22.69,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000412,35.7796,-78.6382,315,0.4,11.93,32.72,14.22,22.56,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000413,35.7796,-78.6382,315,0.45,4.13,27.62,3.8,10.24,5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000414,35.7796,-78.6382,315,0.48,8.25,27.52,5.61,14.48,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000415,35.7796,-78.6382,315,0.28,14.61,31.22,6.99,21.61,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000416,35.7796,-78.6382,315,0.35,14.66,31.43,18.2,26.02,12.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000417,35.7796,-78.6382,315,0.27,15.46,31.35,19.31,25.61,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000418,35.7796,-78.6382,315,0.62,10.06,31.21,5.62,16.48,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000419,35.7796,-78.6382,315,0.48,8.78,27.71,22.68,20.96,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000420,35.7796,-78.6382,315,0.38,12.02,27.44,25.59,23.39,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000421,35.7796,-78.6382,315,0.53,13.48,32.42,19.27,24.42,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000422,35.7796,-78.6382,315,0.41,6.15,26.68,18.8,17.42,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000423,35.7796,-78.6382,315,0.36,7.52,23.45,26.6,20.13,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000424,35.7796,-78.6382,315,0.41,10.14,29.82,16.28,20.13,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000425,35.7796,-78.6382,315,0.53,8.94,30.26,4.36,14.33,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000426,35.7796,-78.6382,315,0.24,7.15,25.9,19.15,16.34,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000427,35.7796,-78.6382,315,0.22,8.37,30.12,16.22,18.38,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000428,35.7796,-78.6382,315,0.35,10.68,29.01,3.74,15.54,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000429,35.7796,-78.6382,315,0.29,9.73,27.37,20.76,19.77,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000430,35.7796,-78.6382,315,0.41,8.3,23.21,28.17,22.73,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000501,35.7796,-78.6382,315,0.45,10.6,30.15,26.83,25.52,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000502,35.7796,-78.6382,315,0.41,14.01,32.29,16.74,24.74,12.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000503,35.7796,-78.6382,315,0.24,11.06,25.85,27.84,23.76,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000504,35.7796,-78.6382,315,0.22,12.21,26.01,28.56,25.6,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000505,35.7796,-78.6382,315,0.28,14.36,25.83,28.61,27.94,11.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000506,35.7796,-78.6382,315,0.19,16.47,29.52,27.75,31.32,14.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000507,35.7796,-78.6382,315,0.25,16.37,30.12,27.78,30.75,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000508,35.7796,-78.6382,315,0.28,16.44,30.47,27.23,29.97,14.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000509,35.7796,-78.6382,315,0.35,16.35,32.39,22.85,29.14,15.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000510,35.7796,-78.6382,315,0.39,16.09,32.45,24.24,29.56,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000511,35.7796,-78.6382,315,0.25,10.28,32.05,27.82,26.92,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000512,35.7796,-78.6382,315,0.31,17.38,33.18,26.57,31.97,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000513,35.7796,-78.6382,315,0.29,18.83,32.63,28.03,33.09,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000514,35.7796,-78.6382,315,0.32,10.82,34.2,23.86,25.61,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000515,35.7796,-78.6382,315,0.33,5.45,28.89,29.38,22.27,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000516,35.7796,-78.6382,315,0.22,6.08,31.25,26.56,24.09,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000517,35.7796,-78.6382,315,0.25,13.86,34.12,19.13,27.43,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000518,35.7796,-78.6382,315,0.38,16.71,33.3,24.66,30.21,16.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000519,35.7796,-78.6382,315,0.33,16.21,33.06,27.04,33.01,16.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000520,35.7796,-78.6382,315,0.27,17.8,34.6,25.99,32.16,16.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000521,35.7796,-78.6382,315,0.19,18.91,34.3,11.89,27.52,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000522,35.7796,-78.6382,315,0.33,16.31,34.21,22.24,27.35,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000523,35.7796,-78.6382,315,0.23,15,33.6,15.1,27.61,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000524,35.7796,-78.6382,315,0.31,19.35,33.69,23.85,30.58,18.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000525,35.7796,-78.6382,315,0.25,20.13,35.57,15.61,29.26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000526,35.7796,-78.6382,315,0.31,10.87,31.64,28.91,28.05,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000527,35.7796,-78.6382,315,0.24,18.6,35.39,18.12,29.79,14.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000528,35.7796,-78.6382,315,0.2,20.2,35.86,13.1,30.63,19.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000529,35.7796,-78.6382,315,0.4,12.84,34.44,10.27,18.89,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000530,35.7796,-78.6382,315,0.32,9.46,33.13,17.77,22,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000531,35.7796,-78.6382,315,0.28,10.41,32.14,24.04,26.55,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000601,35.7796,-78.6382,315,0.29,16.08,32.88,24.91,33.28,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000602,35.7796,-78.6382,315,0.31,18.36,33.92,27.15,35.91,18.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000603,35.7796,-78.6382,315,0.25,19.45,34.78,20.29,30.6,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000604,35.7796,-78.6382,315,0.2,16.96,35.32,8.68,24.25,15.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000605,35.7796,-78.6382,315,0.17,18.02,35.46,6.08,25.67,16.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000606,35.7796,-78.6382,315,0.44,13.65,35.22,20.56,25.61,14.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000607,35.7796,-78.6382,315,0.34,9.77,30.99,29.61,25.16,11.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000608,35.7796,-78.6382,315,0.25,10.78,31.22,28.92,27.91,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000609,35.7796,-78.6382,315,0.22,13.99,31.61,28.51,32.44,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000610,35.7796,-78.6382,315,0.2,15.52,31.89,28.52,33.48,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000611,35.7796,-78.6382,315,0.18,16.54,31.86,28.85,34.78,17.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000612,35.7796,-78.6382,315,0.17,16.6,35.41,18.69,33.46,18.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000613,35.7796,-78.6382,315,0.22,17.64,35.26,24.24,36.56,18.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000614,35.7796,-78.6382,315,0.22,20.51,36.21,19.02,34.56,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000615,35.7796,-78.6382,315,0.26,21.67,36.1,25.39,30.57,21.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000616,35.7796,-78.6382,315,0.31,20.91,36.41,22.02,31.39,21.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000617,35.7796,-78.6382,315,0.3,20.95,36.69,23.11,32.81,22.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000618,35.7796,-78.6382,315,0.29,21.43,36.59,19.07,31.67,22.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000619,35.7796,-78.6382,315,0.22,21.24,36.29,16.89,33.97,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000620,35.7796,-78.6382,315,0.25,18.38,36.49,10.46,30.16,19.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000621,35.7796,-78.6382,315,0.27,20.09,36.28,19.62,32.22,19.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000622,35.7796,-78.6382,315,0.27,21.18,35.53,15.79,32.55,21.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000623,35.7796,-78.6382,315,0.31,16.52,34.51,26.51,33.65,17.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000624,35.7796,-78.6382,315,0.25,18.34,34.1,23.94,33.85,20.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000625,35.7796,-78.6382,315,0.26,18.79,34.85,25.24,34.89,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000626,35.7796,-78.6382,315,0.33,20.09,36.53,22.76,33.28,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000627,35.7796,-78.6382,315,0.31,20.23,35.21,25.92,32.07,21.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000628,35.7796,-78.6382,315,0.23,21.53,36.57,16.83,30.07,21.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000629,35.7796,-78.6382,315,0.31,20.15,35.8,6.76,28.84,18.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000630,35.7796,-78.6382,315,0.33,13.02,33.59,23.44,29.48,15.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000701,35.7796,-78.6382,315,0.26,13.68,34.17,23.11,29.97,17.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000702,35.7796,-78.6382,315,0.23,13.88,32.52,27.09,32.54,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000703,35.7796,-78.6382,315,0.3,17.73,34.55,23.93,33.42,19.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000704,35.7796,-78.6382,315,0.29,18.9,36.31,23.04,34.67,20.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000705,35.7796,-78.6382,315,0.19,22.1,36.82,20.58,31.6,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000706,35.7796,-78.6382,315,0.27,20.16,36.35,22.38,32.54,21.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000707,35.7796,-78.6382,315,0.21,18.35,35.46,15.27,29.99,19.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000708,35.7796,-78.6382,315,0.16,16.82,34.3,23.71,30.51,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000709,35.7796,-78.6382,315,0.25,18.98,36.42,21.31,35.46,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
